sonstiges,numberofrooms,time_dest3,provision1,hascourtage,provision2,creation,realtorcompanyname,contphonenumber,currency,listingtype,companywidecustomerid,contsalutation,lng,balcony,city,media_count,district,title,entry_land2,entry_land1,guesttoilet,privateoffer,housenumber,retype,zip_code,contfirstname,cellar,objektbeschreibung,garden,contcompany,land_transfer2,land_transfer1,streamingvideo,livingspace,contlastname,time_dest,realtorlogo,lift,address,lat,spotlightlisting,kitchen,immo_id,floorplan,criteriagroup,notary2,contname,time_dest2,notary1,value,url,precisehousenumber,street,marketingtype,isbarrierfree,priceintervaltype
,3.5,,0,NO,0,2019-11-05T20:42:45.856+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.53736,true,,3,Brackel,Schöne 3- Zimmerwohnung  mit Balkon als Kapitalanlage!,0.5,534.5,false,false,,search:ApartmentBuy,44309,Thorsten,false,"Die hier zum Verkauf angebotene  3 Zimmer Eigentumswohnung befindet sich im ersten Obergeschoss eines 4-Famileinhauses in einer ruhigen und gemütlichen Wohngegend.
Die Wohnung verfügt über ca. 61 m² welche sich auf 3 geräumige Zimmer einer hellen Küche, einer Diele und einem Badezimmer mit Badewanne verteilen. Alle Räume sind von der Diele aus frei zugänglich.
Zusätzlich verfügt die Wohnung über einen schönen Balkon, auf welchem man seine Feierabende und Wochenenden wunderbar verbringen kann.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 542-008 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,6.9485,false,60.66,Lang-Lindemann,,,false,Dortmund Bannweg 18,51.527,false,false,110296783,false,1963,1.5,Thorsten Lang-Lindemann,,1.6035,,https://www.immobilienscout24.de/expose/110296783,,,,false,
"=== Energieträger laut Energieausweis: Gas ===
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",2.5,,0,NO,0,2019-11-05T20:42:45.856+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.53819,true,,3,Brackel,Dortmund Brackel:3 Zimmer mit Balkon als Kapitalanlage!,0.5,432.5,false,false,,search:ApartmentBuy,44309,Thorsten,false,"Die hier zum Verkauf angebotene  3 Zimmer Eigentumswohnung befindet sich im 1. Stock eines 6-Famileinhauses in einer ruhigen und gemütlichen Wohngegend.

Die Wohnung verfügt über ca. 54 m² welche sich auf 3 geräumige Zimmer einer hellen Küche, einer Diele und einem Badezimmer mit Badewanne verteilen. Alle Räume sind von der Diele aus frei zugänglich.

Zusätzlich verfügt die Wohnung über einen schönen Balkon, auf welchem man seine Feierabende und Wochenenden wunderbar verbringen kann.

Zahlreiche Parkmöglichkeiten befinden sich am Objekt so wie in den umliegenden Straßen.

Im Rahmen von Renovierungsarbeiten wird hier das Dach und die Fassade wärmegedämmt. Dazu wird die Hauseingangstür erneuert.  

Überzeugen Sie sich selbst und vereinbaren Sie einen Termin zur Besichtigung dieser Immobilie.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 508-021 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,5.6225,false,54.05,Lang-Lindemann,,,false,Dortmund Dingweg 14,51.52793,false,false,110296787,false,1959,1.5,Thorsten Lang-Lindemann,,1.2975,,https://www.immobilienscout24.de/expose/110296787,,,,false,
"=== Energieträger laut Energieausweis: Gas, Strom ===
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",3,,0,NO,0,2019-11-05T20:42:03.935+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.39899,true,,2,Wischlingen,Dortmund - Rahm: 3 Zimmer als Kapitalanlage! Keine Selbstnutzung möglich !,0.5,510,false,false,,search:ApartmentBuy,44369,Thorsten,false,"Die hier angebotene 3 Zimmer Wohnung befindet sich im Dachgeschoss eines gepflegten Mehrfamilienhauses im schönen Stadtteil Huckarde.

Die Wohnfläche von ca. 69m² verteilt sich auf 3 helle Zimmer, einer gemütlichen Küche, einer Diele und einem Badezimmer mit Badewanne. Des Weiteren lädt ein großer Balkon zum verweilen ein.

Parkmöglichkeiten sind auf dem großen Gemeinschaftsparkplatz vor dem Haus ausreichend vorhanden.

Überzeugen Sie sich selbst und vereinbaren Sie einen Besichtigungstermin! Wir freuen uns auf Ihren Anruf!

Haben Sie Interesse? Dann senden Sie die Objekt-Id 776-006 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,6.63,false,68.12,Lang-Lindemann,,,false,Dortmund Rahmer Straße 175,51.52676,false,false,111888035,false,1942,1.5,Thorsten Lang-Lindemann,,1.53,,https://www.immobilienscout24.de/expose/111888035,,,,false,
"=== Energieträger laut Energieausweis: Gas ===
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",3,,0,NO,0,2019-11-05T20:42:45.856+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.53732,true,,2,Brackel,Dortmund - Brackel: Kapitalanlage mit 2 Zimmern im Dachgeschoss,0.5,364.5,false,false,,search:ApartmentBuy,44309,Thorsten,false,"Die Wohnung befindet sich in einem  gepflegten 6 Fam.-Haus in Dortmund-Brackel.
Es handelt sich um eine Dachgeschoss-Wohnung und einer Wohnfläche
von 46 qm.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 509-073 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,4.7385,false,45.54,Lang-Lindemann,,,false,Dortmund Unterer Sendweg 25,51.52884,false,false,110296870,false,1959,1.5,Thorsten Lang-Lindemann,,1.0935,,https://www.immobilienscout24.de/expose/110296870,,,,false,
,2.5,,0,NO,0,2019-11-05T20:42:26.883+01:00,Alexandra Bischoff,0176 55469779,,S,,FEMALE,7.46078,true,,12,Renninghausen,*ohne zzgl. Käufercourtage* Wohnen am Park: hell und gut aufgeteilte ETW in Do-Süd,0.5,595,false,false,,search:ApartmentBuy,44225,Alexandra,true,"gepflegt, gut angebunden und zentral...

Dieses gepflegte Wohnhaus besteht aus insgesamt 42 Wohneinheiten in Privatbesitz. Die hier angebotene Wohnung liegt im 3. OG und ist renovierungsbedürftig. Man betritt diese helle gut aufgeteilte Wohnung und gelangt in einen kleinen Vorflur. Von dort aus erreicht man das Durchgangs-Esszimmer, die Küche und ein Abstellraum, evtl. für eine Waschmachine. in diesem Abstelraum befinden sich ebenfalls alle Anschlüsse für ein Gäste-WC. Dahinter liegt das großzügige Wohnzimmer mit Zugang zum Balkon. Angeschlossen befindet sich der Schlafbereich mit Tageslichtbad, Badewanne, kleinem Flur mit Einbauschrank und Schlafzimmer.
Zur Wohnung gehört ein Kellerraum mit Holzabtrennung.
Zum Haus gehört eine abgeschlossene Parkplatzanlage.",true,Alexandra Bischoff,6.5,7.735,false,68,Bischoff,,,true,Dortmund Am Bahnhof Tierpark 44,51.47967,false,false,111349605,false,1972,1.5,Alexandra Bischoff,,1.785,,https://www.immobilienscout24.de/expose/111349605,,,,false,
,1.5,,0,NO,0,2019-11-05T20:42:26.883+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.48834,true,,6,Innenstadt,Dortmund-Westfalenpark: Kleine Dachgeschosswohnung sofort frei!,0.5,468.5,false,false,,search:ApartmentBuy,44141,Thorsten,false,"Vermietete Dachgeschosswohnung in Dortmund-Mitte. Die Wohnung verfügt über 39,84 m² Wohnfläche, verteilt auf ein Wohn- und Schlafzimmer, Küche, Diele und Bad. Das angegebene Hausgeld beinhaltet die Heizkosten, Verwaltergebühren, Grundbesitzabgaben und die Zuführung zur Instandhaltungsrücklage.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 9349-009 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,6.0905,false,39.84,Lang-Lindemann,,,false,Dortmund Tewaagstraße 8,51.49867,false,false,111035865,false,1953,1.5,Thorsten Lang-Lindemann,,1.4055,,https://www.immobilienscout24.de/expose/111035865,,,,false,
"=== Energieträger laut Energieausweis: Gas ===
#Energieträger laut Energieausweis: Gas#
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",2,,0,NO,0,2019-11-05T20:42:26.883+01:00,Vonovia SE,0231 1859996,,S,,MALE,7.36711,true,,5,Oestrich,Provisionsfreie Eigentumswohnung in Dortmund-Oestrich !Sofort zu beziehen!,0.5,299.5,false,false,,search:ApartmentBuy,44357,Thorsten,false,"Die Eigentumswohnung befindet sich im Dachgeschoss eines sehr gepflegten und sanierten 5-Familienhaus in einer ruhigen Wohnstraße. Alle Wohnungen wurden nachträglich mit einem vorgestellten Balkon ausgestattet, die Fenster und Haustüren sowie Briefkästen wurden erneuert. Die Wärmeversorgung und Warmwasserbereitung erfolgt mittels einer Gas-Zentralheizung aus dem Jahr 2001.Sofort frei!

Haben Sie Interesse? Dann senden Sie die Objekt-Id 778-005 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,3.8935,false,43.78,Lang-Lindemann,,,false,Dortmund Kalmeichweg 8,51.56723,false,false,111035847,true,1951,1.5,Thorsten Lang-Lindemann,,0.8985,,https://www.immobilienscout24.de/expose/111035847,,,,false,
"Bitte beachten Sie auch meine anderen Angebote unter www.blume-immobilien.de.

Das Exposé wurde gewissenhaft anhand der Angaben und Unterlagen des Verkäufers erstellt. Eine Gewähr über die Vollständigkeit und Richtigkeit dieser Angaben können wir jedoch nicht übernehmen. Ferner bleibt uns ein Zwischenverkauf vorbehalten.

In vermittelnder Position bieten wir Ihnen im Bedarfsfall gerne eine auf Sie maßgeschneiderte und abgestimmte Finanzierung an. Die Finanzierung erfolgt durch ein Deutsches Kreditinstitut mit aktuellen Konditionen, wahlweise auch Sonderkonditionen.

Wir nehmen den Schutz Ihrer Daten ernst! Wenn Sie uns eine Anfrage schicken, werden wir die mitgeteilten Daten nur insoweit verwenden, wie es Ihrem Anliegen entspricht. Wenn Sie uns eine Anfrage schicken, erklären Sie sich mit der Verwendung Ihrer Daten im Rahmen unserer Datenschutzerklärung einverstanden: 

http://www.blume-immobilien.de/datenschutzhinweise-blume-immobilen-e-k/",3.5,,4462.5,YES,3.57,2019-11-05T20:42:26.883+01:00,Blume Immobilien e. K.,02305 3095566,,S,,MALE,,true,,9,Oestrich,Super gepflegt und familienfreundlich: Schicke Eigentumswohnung mit Balkon!,0.5,625,true,false,,search:ApartmentBuy,44357,Jens,false,"Im Westen von Dortmund, im Stadtteil Oestrich, liegt die schicke Eigentumswohnung im zweiten Obergeschoss eines äußerst gepflegten Achtfamilienhauses. 

Im Jahr 1983 erbaut, präsentiert sich das Gebäude in sehr gutem Erhaltungszustand. 
Die Wohnung bietet ein Wohnzimmer mit Austritt auf den nach Westen ausgerichteten Balkon. Es stehen zwei Schlafräume zur Verfügung, dazu die Küche, das Badezimmer, ein Gäste-WC, ein besonders großzügiger Abstellraum und die Diele. 
Die Aufteilung der Wohnung ist intelligent und praktisch, es gibt keine Durchgangszimmer.

Das Haus ist voll unterkellert. Zur Wohnung gehört ein eigener Abstellkeller sowie ein Waschkeller, den man sich mit nur einem weiteren Miteigentümer teilt. Zudem gibt es noch einen Gemeinschaftskellerraum und einen gemeinschaftlichen Fahrradkeller. 

Die zur Wohnung gehörige Garage befindet sich auf dem Garagenhof direkt neben dem Haus und verfügt über ein elektrisches Garagentor.

Der Gemeinschaftsgarten hinter dem Haus ist besonders großzügig und bietet Kindern viel Platz und einen eigens angelegten Spielplatz.",false,Blume Immobilien e. K.,6.5,8.125,false,82,Blume,,https://pictures.immobilienscout24.de/usercontent/27e89c51-fb20-42dc-81e3-28ed42eda223.JPG,false,,,false,false,111495340,true,1983,1.5,Jens Blume,,1.875,,https://www.immobilienscout24.de/expose/111495340,,,,false,
,2.5,,4284,YES,4.76,2019-11-05T20:41:47.032+01:00,ImmoSky Deutschland GmbH,0234 585 458 58,,S,,NO_SALUTATION,,false,,6,Hörde,"Gemütliche 2,5 Zimmer Wohnung in Hörde",0.5,450,false,false,,search:ApartmentBuy,44263,Lisa,true,"In einem bunten und belebten Stadtviertel von Dortmund befindet sich dieses Top gepflegte Objekt. 

Die helle 2,5 Zimmer Wohnung befindet sich im 1. Obergeschoss eines 8-Familienhaus und bietet mit 47,5 m² aufgrund eines sehr guten Schnittes ausreichend Platz für Singles oder Paare. 

Vom zentral gelegenen 4 m² großen Flur aus sind alle Zimmer zu erreichen. Die Wohnung verfügt eine 15 m² große Küche, ein 10 m² großes Schlafzimmer und ein 15 m² großes Wohnzimmer.

Die ca. 2 Jahre alte und moderne Einbauküche ist im Kaufpreis bereits enthalten und bietet als Highlight für alle Kochenthusiasten die Möglichkeit auf Gas zu kochen. Gut zugänglich in der Küche befindet sich ebenfalls die in 2013 erneuerte Gastherme.

Das 3,5 m² große Bad ist mit einer Komplettdusche mit Regen- und Massagefunktion ausgestattet und bietet aufgrund des rechteckigen Schnittes ausreichend Stellfläche für die notwendigen Badeutensilien.

Die Wohnung befindet sich insgesamt in einem sehr guten Zustand. Abgesehen von den üblichen, dem individuellen Geschmack entsprechenden Renovierungsarbeiten, sind keine weiteren Arbeiten notwendig.

Der Energiekennwert beträgt 141 kWh (m² a) / Klasse E / Ausweistyp: verbrauchsbasiert / Energieträger: Erdgas.

Haben wir Ihr Interesse geweckt dann melden Sie sich bei uns.

",false,ImmoSky Deutschland GmbH,6.5,5.85,false,47,Obermüller,,https://pictures.immobilienscout24.de/usercontent/19349e28-0d6d-4b7c-b215-db0ec04e67b7.PNG,false,,,false,false,113561163,false,1955,1.5,Lisa Obermüller,,1.35,,https://www.immobilienscout24.de/expose/113561163,,,,false,
"=== Energieträger laut Energieausweis: Fernwärme ===
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",3.5,,0,NO,0,2019-11-05T20:41:47.031+01:00,Vonovia SE,0231 8779600,,S,,MALE,7.36499,true,,6,Kley,"** Modernisierte 3,5 Zi. ETW zwischen Uni, Technologiezentrum und Indupark **",0.5,460,false,false,,search:ApartmentBuy,44149,Dirk,true,"Das Haus Echeloh 43 befindet sich in einer ruhigen Wohnsiedlung in Dortmund-Kley.

Die angebotene Wohnung befindet sich im 3. OG und besteht aus 3 Zimmern, Küche, Diele, Bad, Abstellkammer und Balkon. Der moderne Grundriss eignet sich hervorragend für Singles, Pärchen mit einem oder ohne Kind. Das Kinderzimmer liegt etwas separat und ist über die Diele erreichbar während das Elternschlafzimmer über das Wohnzimmer erreichbar ist.

Das Haus wird über Fernwärme beheizt. Die Heizkostenabrechnung erfolgt über die Heizkostenverteiler. Die Warmwasseraufbereitung erfolgt über eine eigene Gastherme.
Zur Wohnung gehört ein eigener Kellerraum.

Das mtl. Hausgeld beträgt zur Zeit 201 EUR inkl. Heizkostenvorauszahlung.
Die anteilige, rechnerische Instandhaltungsrücklage beträgt per 31.12.2018 ca. 1.800 EUR.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 576-35 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,5.98,false,67,Gunnemann,,,false,Dortmund Echeloh 43,51.48522,false,false,113798822,true,1964,1.5,Dirk Gunnemann,,1.38,,https://www.immobilienscout24.de/expose/113798822,,,,false,
,3.5,,3177.3,YES,3.57,2019-11-05T20:42:26.883+01:00,CID - Capital & Immobilien Dienst,0231 425786312,,S,,MALE,,true,,12,Rahm,"Dortmund-Rahm (Jungferntal) - Gepflegte Eigentumswohnung mit 3,5 Zimmern auf 69 m²",0.5,445,false,false,,search:ApartmentBuy,44369,Richard,true,"Die angebotene Eigentumswohnung befindet sich in einem sechs Familienhaus.

Die 69 m² große Wohnung befindet sich auf der zweiten Etage des Mehrfamilienhauses. 
Die derzeitigen Eigentümer haben sich hier viele Jahre wohl und zu Hause gefühlt.

Es erwartet Sie eine sehr schön aufgeteilte Wohnung mit hellem Wohnzimmer mit Zugang zur Loggia,  ein gemütliches Schlafzimmer, eine Küche, ein Kinder-/ Arbeitszimmer, ein Badezimmer mit Wanne und ein Abstellraum. Zu der Wohnung gehört zusätzlich ein Kellerraum. 


Haben wir Ihr Interesse geweckt?
Dann zögern Sie nicht und vereinbaren Sie einen unverbindlichen Besichtigungstermin mit uns.",false,CID - Capital & Immobilien Dienst,6.5,5.785,false,69,Garstka,,https://pictures.immobilienscout24.de/usercontent/4694dfa3-b305-41e0-ad17-5b0afa142571.PNG,false,,,false,false,111505497,true,1968,1.5,Richard Garstka,,1.335,,https://www.immobilienscout24.de/expose/111505497,,,,false,
"=== Energieträger laut Energieausweis: Gas ===
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",3.5,,0,NO,0,2019-11-05T20:42:26.883+01:00,Vonovia SE,,,S,,MALE,7.36752,true,,3,Marten,Sofort frei!,0.5,519.5,false,false,,search:ApartmentBuy,44379,Marc,true,"Die zum Verkauf kommenden Objekte befinden sich in Dortmund - Marten, Germaniastr. 29 + 31, mit Versorgungsmöglichkeiten in naher Umgebung und guter Verkehrsanbindung. Die Eigentümergemeinschaft besteht insgesamt aus 16 Wohneinheiten mit 3 in den Häusern liegenden Garagen sowie 6 Garagen im Hofbereich. Die Gebäude wurden im Jahre 1982 erstellt.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 425-008 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,6.7535,false,77.28,Jobski,,https://pictures.immobilienscout24.de/usercontent/5f8cea23-11f6-4f7f-b677-ba6342fb33fc.PNG,false,Dortmund Germaniastraße 29,51.50431,false,false,111572701,true,1982,1.5,Marc Jobski,,1.5585,,https://www.immobilienscout24.de/expose/111572701,,,,false,
"=== Energieträger laut Energieausweis: Gas ===
Gern beraten wir Sie auch zur Finanzierung dieses Objektes. Auch ohne Eigenkapital und bei bestehenden Zahlungsverpflichtungen.

Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",3.5,,0,NO,0,2019-11-05T20:42:26.883+01:00,Vonovia SE,0231 8779600,,S,,MALE,7.37472,true,,6,Lütgendortmund,"** Modernisierte 3,5 Zi. ETW zwischen Uni, Technologiezentrum und Indupark **",0.5,399,false,false,,search:ApartmentBuy,44379,Dirk,true,"Nur zur Kapitalanlage ! Keine Selbstnutzung !

Die Eigentümergemeinschaft Alter Hellweg 61 - 67 besteht aus insgesamt 24 Wohneinheiten, aufgeteilt auf 6 Mehrfamilienhäuser. Die Hälfte der Wohneinheiten befindet sich bereits im Privatbesitz. Die Gebäude verfügen über ein Wärmedämmverbundgsystem und isolierverglaste Kunststofffenster.

Die angebotene Wohnung befindet sich im 1. OG des Hauses Nr. 65. Die Raumaufteilung eignet sich hervorragend für Paare mit oder ohne Kind. Alle Räume gehen vom Flur ab. Von der Eingangstür aus gelangt man rechtsseitig in die Küche mit frischem weißen Fliesenspiegel sowie in das modern geflieste Badezimmer mit Badewanne und Tageslichtfenster. Rechtsseitig liegen das Schlafzimmer sowie das Wohnzimmer mit Zugang zum Balkon. Vor Kopf liegt das Kinderzimmer. 

Beheizt werden die Gebäude über eine Gaszentralheizung. Die Einzelabrechnungen erfolgen über Wärmemengenzähler. Die Warmwasseraufbereitung erfolgt ebenfalls über die Heizungsanlage.
Das vom Eigentümer zu zahlende Hausgeld inkl. Heizkostenvorauszahlung beträgt z.Zt. 219 EUR.

Zur Wohnung gehört ein eigener Kellerraum, gemeinschaftlich nutzbare Abstellräume und eine gemeinschaftlich nutzbare Waschküche.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 423-016 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,5.187,false,58.92,Gunnemann,,,false,Dortmund Alter Hellweg 65,51.4991,false,false,111869059,false,1962,1.5,Dirk Gunnemann,,1.197,,https://www.immobilienscout24.de/expose/111869059,,,,false,
"Energieausweis ist vorhanden.
Anfragen bitte gern auch unter:
 kanscheit-immobilien@t-online.de",2.5,,4283.7,YES,3.93,2019-11-05T20:42:03.934+01:00,Angelika Kanscheit Immobilien,02304 9420357,,S,,FEMALE,,false,,9,Innenstadt,"DO-Mitte/Soester Str. /Schöne 2,5- Zi Penthouse-ETW m. Balkon/Neuausbau 2001",0.5,545,false,false,,search:ApartmentBuy,44145,Angelika,true,"Sehr schöne Penthouse ETW mit Weitblick
Modene  ETW mit gepflegten Mehr-Familienhaus mit Wohnzimmer (27,6 m²), Schlafzimmer (14,4 m²), Ankleidezimmer (6,8 m²), Diele (6,3 m²), Küche,  Bad (4,42 m²). 
Balkon 6,30 x 1,4 m !

Ein Garage ist am Haus ist vorhanden.",false,Angelika Kanscheit Immobilien,6.5,7.085,false,66,Kanscheit,,,false,,,false,false,113323281,false,1958,1.5,Angelika Kanscheit,,1.635,,https://www.immobilienscout24.de/expose/113323281,,,,false,
